EmissionID;OrganisationName;Year;TotalEmissions;GasesIncluded;ChangeFromLastYear;ReasonForChange;Scope1;Scope2;Comments;GDP;GDPCurrency;YearOfGDP;GDPSource
395;City of Lisbon;2017;1934361;CO2;Decreased;The decrease in electricity emissions is related with increase of renewables in the national electricity generation mix. The decrease in diesel and gasoline is related with a correction of national statistics of energy for the period 2009-2012, where this figures were overestimated for Lisbon. The 2013 and 2014 values are now correct. Fuel-oil consumption also decreased by conversion to natural gas. Natural gas consumption increased.;1023910;910451;Value obtained by energy matrix analisys;68133192;;2010;http://www.portugalglobal.pt/EN/InvestInPortugal/WhyPortugal/Lisbon/Documents/DatasheetNUTIII_Grande_Lisboa.pdf
396;City of Detroit;2017;10329322;CO2 CH4 N2O;Stayed the same;This is the only inventory we have done.  The data has not been updated;5520240;4809082;;1,86E+11;USD     US Dollar;2010;BEA, BLS, Brookings
397;City of Chicago;2017;30955862;;Decreased;"Chicago conducted a preliminary comparison using the existing 2010 and 2015 data to evaluate how community emissions have changed over the last five years. 									
									
Results of this preliminary analysis of 2010 and 2015 GHG emissions reveals Chicago continued to reduce total GHG emissions through 2015 in the stationary and waste sectors resulting in a greater than 7 percent reduction in GHG emissions over the last five years. During that time, Chicagoâ€™s population grew by approximately 1 percent while the regionâ€™s GRP grew by more than 12 percent. Growth coupled with reduction in total emissions resulted in a greater than 8 percent decrease in per capita emissions in the City.									
									
Between 2010 and 2015, the majority of MT CO2e reductions occurred in the stationary energy sector, followed by waste. When considering percent reductions, the waste sector experienced the greatest reduction (30 percent) which included a 35 percent emissions reduction in the solid waste disposal sub-sector. This reduction in the solid waste sector is likely driven by a decrease in the total amount of solid waste sent to landfills and an improvement in the solid waste treatment technologies at those landfills. The City expanded its residential curbside recycling pilot program to now serve over 400,000, or approximately 33 percent, of additional City houeholds.Because of the programâ€™s expansion the City experienced a significant increase in the number of tons collected for recycling, from 58,000 in 2010 to 97,000 in 2015.									
									
The stationary energy sector overall saw a 10 percent drop in emissions, including 11, 12 and 8 percent emissions reductions in the residential, commercial and institutional buildings and facilities, and manufacturing industries and construction sub-sectors, respectively. Stationary energy sector GHG emissions reductions are likely driven by a general trend in the building industry to improve energy efficiency of buildings as well as a regional shift in energy generation towards renewable energy sources. The City has also implemented the Energy Benchmarking Ordinance, Retrofit Chicago, and the Chicago Solar Express to encourage increasing energy efficiency and renewable energy generation and consumption within the city.";16951471;12967223;;5,63188E+11;;2014;Brookings Institution
398;City of Johannesburg;2017;24716713;;Decreased;"This decrease could be attributed to a number of reasons, for example there seems to be a correlation between it and the drop in electricity consumption. This drop in electricity consumption is mirrored in all the major municipalities in South Africa. There may well be data deficiency									
artefacts. The real reasons for this decrease and/or other trend that becomes apparent,will become clear as we become more thorough in quality data collection methods. Furthermore, to enhance our understand we will do bottom up data collection at a project level.";9068358;15661031;;3,37E+11;USD     US Dollar;2015;http://www.bsivjoburg.co.za/bsivjoburg/index.cfm/economic-overview/joburg-economic-overview/
399;City of Ottawa;2017;5420000;CO2 CH4 N2O;Decreased;The City undertakes a community inventory every 4 years, and so far have completed inventories for the years 2004, 2008, and 2012.  Starting in 2007, the province of Ontario began phasing out all coal facilities across the province, with the last coal plant closing in 2014.  This initiative was considerable in making a cleaner electrical grid, and reduce the electricity intensity factor from 170 gCO2/kWh to 97 gCO2/kWh.  As such, there was a considerable decrease in emissions in the building sector solely due to this initiative.;;;At the time, the City could not obtain data from the local utilities for the building sector, i.e. residential, commercial, and institutional buildings.  As a result, staff used provincial data and prorated it to a local level to determine emissions from the building sector.  To ensure greater accuracy for the next inventory, staff will work to obtain data from the local utilities.;;CAD     Canadian Dollar;;
400;City of Oslo;2017;1233;CO2 CH4 N2O;Decreased;The main reason for decreased GHG-emissions is that emissions from stationary energy use in residential, commercial and institutional buildings have been significantly reduced. The success is partly due to national and local support schemes to convert from fossil heating oil to renewables and also adaptions to a warned ban on fossil heating oil.;;;Emission factors: The emission factors are updated, but some are national, not local. Level of confidence: High/mediumActivity data: Based on fuel sales, traffic counts and some top-down anlyses, like waste water handling. Level of confidence: Medium/highAverage score: medium/high;4,58449E+11;NOK     Norwegian Krone;2013;Statistics Norway
401;City of Durham;2017;4681117;CO2 CH4 N2O;Increased;scope 1 increased due to a large, unexplained jump in diesel VMT. This may be due to a change in the model. Scope 2 emissions actually decreased, but it was mostly due to cleaner energy production rather than reduction in energy use.;2720107;1976634;The data on transportation is the area in which I have the least confidence.;;;;
402;AlcaldÃ­a de IbaguÃ©;2017;2330487;;Increased;En comparaciÃ³n al informe del aÃ±o 2011 se evidencia un aumento en las emisiones de GEI;;108197;;4;COP     Colombian Peso;2012;DANE
403;Town of Ajax, ON;2017;1234211;CO2;Increased;Emission increase can be attributed to population increase of 22% increase from 2006 to 2011;;;Currently being updated to 2015, plan for 2013 can also be found here: https://www.ajax.ca/en/livinginajax/community-sustainability-plan.asp;;CAD     Canadian Dollar;;
404;Comune di Torino;2017;3496156;CO2;Decreased;"Last updated in 2014. 									
Since the last inventory performed a reduction of 22% in CO2 emissions compared to the base year (1991).";;;The data provided refers to the inventory of emissions for 2014.;26933203382;;2013;http://www.centroestero.org/FTP/opploc/TorinoUrbanProfile2013.pdf
405;Stadt ZÃ¼rich;2017;1822367;CO2 PFCs CH4 SF6 N2O NF3 HFCs;Other: No change;The course of greenhouse gas emissions since 2008 is more or less constant. We assume that the positive effects of modernizing insulation of buildings are mostly compensated  by increased demands for comfort (e.g. higher room temperatures, larger living spaces, longer heating periods).;;;2000-Watt society Methodology;69037000000;CHF     Swiss Franc;2015;www.stadt-zuerich.ch/statistik
406;City of Denver;2017;943176;;Stayed the same;This is our first year conducting a GHG inventory with the GPC protocol.  Using the same method as previous years, our emissions stayed about the same due to and Emissions Factor in electricity that stayed roughly the same.;4315084;4565580;;1,93972E+11;USD     US Dollar;2015;BEA Denver Metro Area
407;CommunautÃ© urbaine du Grand Nancy;2017;2150000;CO2 PFCs CH4 SF6 N2O NF3 HFCs;;;;;;;EUR     Euro;2015;
408;City of Miami Beach, FL;2017;1207364;;This is our first year of calculation;;292567;825822;;8475831683;USD     US Dollar;2014;Department of Tourism, Culture, and Economic Development
409;Prefeitura de Sorocaba;2017;1113971;CO2 PFCs CH4 SF6 N2O NF3 HFCs;Other: not rated yet;There is only an elaborate inventory, so we can not compare emissions;980290.8;133680.5;;32600000000;BRL     Brazilian Real;2014;IBGE
410;City of Oakland;2017;1745827;CO2 CH4 N2O;Decreased;In comparison to the 2015 report, emissions have decreased in both Scope 1 and Scope 2 emissions.;956414;789413;Energy data is high confidence, Transportation data is partially simulated (medium) partially fuel consumption (high), and materials use is medium-high (waste composition data is thorough but not collected frequently enough);4,31704E+11;USD     US Dollar;2015;US Bureau of Economic Analysis San Francisco-Oakland-Hayward Metropolitan area
