AssessmentID;OrganisationName;Assessment;YearOfPublication;BoundaryOfAssessment;Access
1275;Tel Aviv-Yafo Municipality;https://www.tel-aviv.gov.il/Transparency/DocLib6/%D7%A9%D7%9B%D7%95%D7%A0%D7%95%D7%AA%20%D7%91%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91-%D7%99%D7%A4%D7%95,%20%D7%9C%D7%A4%D7%99%20%D7%A8%D7%9E%D7%AA%D7%9F%20%D7%94%D7%97%D7%91%D7%A8%D7%AA%D7%99%D7%AA-%D7%9B%D7%9C%D7%9B%D7%9C%D7%99%D7%AA.pdf;2021;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: National assesment in which Tel Aviv is included;public
1276;Municipalidad de PeÃ±alolÃ©n;"""Informe de Riesgos ClimÃ¡ticos para la RegiÃ³n Metropolitana"" disponible en : https://drive.google.com/file/d/1svwTU8AG8a-b2hbpiZQY4NQRZTwceqS0/view?usp=sharing";2020;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: AnÃ¡lisis territorial de toda la RegiÃ³n Metropolitana;public
1277;Municipality of TÃ³paga;http://www.minambiente.gov.co/images/cambioclimatico/pdf/aproximacion__al_territorio/PLAN_INTEGRAL_DE_GESTI%C3%93N_DE_CAMBIO_CLIM%C3%81TICO_TERRITORIAL_PARA_EL_MUNICIPIO_DE_T%C3%93PAGA._Final.pdf;2018;Same - covers entire jurisdiction and nothing else;public
1278;Jakarta City Government;LAPORAN-KLHS-RTRW-JAKARTA-2030-final-Validasi-2018.pdf;2018;Same - covers entire jurisdiction and nothing else;public
1279;Sabaneta;Informe Tecnico-1022-2021-890980040-UNIVERSIDAD DE ANTIOQUIA (002).pdf;2022;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: El plan tuvo en cuenta los procesos llevados acabo en toda el Ã¡rea metropolitana del valle de aburra integrando los Municipio de Copacabana, Barbosa, Girardota, Bello, MedellÃ­n, Envigado, ItagÃ¼Ã­, La Estrella y Caldas;public
1280;Town of York, ME;https://s3-us-west-2.amazonaws.com/mysocialpinpoint/uploads/redactor_assets/documents/ba4e264dafaa53377e3388b82035f1f292cc27084dfde0bf5d94d6afac03bc0d/53383/Appendix_A_York_CAP_climate_vulnerability_assessment_-_FINAL.pdf;2019;Same - covers entire jurisdiction and nothing else;public
1281;KadÄ±kÃ¶y;KM Climate adaptation Action Plan Report 2.pdf, KM Sustainable Energy Action Plan Report 1.pdf;2018;Same - covers entire jurisdiction and nothing else;public
1282;City of Madrid;Climate Urban Resilience Pilot - Heat - Madrid - 20230621 Dashboard.pdf;2023;Same - covers entire jurisdiction and nothing else;public
1283;Municipalidad de BelÃ©n;https://munibelen-my.sharepoint.com/:b:/g/personal/ambiental_belen_go_cr/EbcXWwpI6hxJmbdql4OZ1eEB4AeYzCsjVZGVhfAlNZRPXA?e=RLAIAd;2022;Same - covers entire jurisdiction and nothing else;public
1284;City of Vantaa;https://julkaisu.hsy.fi/en/index/sustainable-urban-living-programme.html;2021;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: The Sustainable Urban Living Programme is an extensive regional programme that complements the climate and resource wisdom plans of the cities in the Helsinki metropolitan area.;public
1285;Aberdeenshire Council;Climate Change Risk Register 2023.xlsx;2023;Same - covers entire jurisdiction and nothing else;public
1286;City Government of Davao;https://www.davaocity.gov.ph/departments/social-services/cmo-disaster-council/;2020;Same - covers entire jurisdiction and nothing else;public
1287;City of MÃ¼nster;V_0799_2019_18.09.2019.pdf, V_0799_2019_Anlage_1.pdf, V_0799_2019_Anlage_2.pdf, V_0799_2019_Anlage_3.pdf, V_0799_2019_Anlage_4.pdf;2019;Same - covers entire jurisdiction and nothing else;public
1288;Mexico City;PACCM 2021-203-y-ELAC 2021-2050.pdf;2021;Same - covers entire jurisdiction and nothing else;public
1289;Municipalidad Distrital de JesÃºs MarÃ­a; ;2020;Same - covers entire jurisdiction and nothing else;public
1290;City of London, ON;London Risk Assessment Report 2014.pdf;2014;Same - covers entire jurisdiction and nothing else;public
1291;City of Tumwater, WA;https://www.trpc.org/DocumentCenter/View/4936/ClimatePlan_pgs1_103?bidId=;2018;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Thurston County, which includes Tumwater;public
1292;Edinburgh City Council;Resilient_Edinburgh___Evidence_Base_and_Risk_Analysis.pdf;2014;Same - covers entire jurisdiction and nothing else;public
1293;Trelleborg Municipality;https://www.trelleborg.se/bygga-bo-miljo/samhallsutveckling-och-hallbarhet/klimat-miljo-och-hallbarhet/kustskydd-i-trelleborg/rapporter-om-kustskyddsarbetet/ https://www.trelleborg.se/bygga-bo-miljo/planarbete/oversiktsplaner/tematiskt-tillagg-till-trelleborgs-oversiktsplaner-for-stigande-hav-och-oversvamning/;2020;Partial - covers part of the jurisdiction and adjoining areas, please explain exclusions/additions: Covers coastal areas;public
1294;Denpasar City Government;FGD 1 KLHS RPJPD DENPASAR.pdf, RPJMD SB 2021-2026 FINAL - perda cap (3).pdf;2021;Same - covers entire jurisdiction and nothing else;public
1295;Reading Borough Council;http://thamesvalleylrf.org.uk/useful-links/publications/risk-register.ashx;2015;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Reading Borough Council works with other local authorities/public services in Berkshire, Buckinghamshire and Oxfordshire via the Thames Valley Local Resilience Forum to produce a Community Risk Register as per the Civil Contingencies Act 2004.;public
1296;Municipio de Loja;Ãndice de Vulnerabilidad al Cambio ClimÃ¡tico y Plan de AdaptaciÃ³n para la ciudad de Loja, Ecuador. Resumen ejecutivo.pdf;2019;Smaller - covers only part of the jurisdiction, please explain exclusions: Cubre el Ã¡rea urbana;public
1297;City of Leicester;SWMP.pdf;2021;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Water provision within the city is the responsibility of the Severn Trent, who are responsible for the water system across a large area of the Midlands.;public
1298;Kaohsiung City Government;1.1a_é«˜é›„å¸‚å› æ‡‰æ°£å€™è®Šé·ç™½çš®æ›¸.pdf;2021;Same - covers entire jurisdiction and nothing else;public
1299;Corporation of Chennai;https://data.opencity.in/dataset/chennai-climate-action-plan/resource/climate-action-plan-chennai---2022;2023;Same - covers entire jurisdiction and nothing else;public
1300;Municipal Council of Penang;Buku_Pelan_Strategik_Pencegahan_dan_Kawalan_Denggi_Kebangsaan_Final.pdf, Climate-Change-Impacts-in-Penang.pdf;2021;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: The report covers the whole of Penang state including two councils. One of which is the Penang Island City Council;public
1301;Municipality of Cascais;cenarios-climaticos.pdf;2010;Same - covers entire jurisdiction and nothing else;public
1302;City of Paris;ParisInTheFaceOfClimateChange_EN.pdf, ParisInTheFaceOfClimateChange_EN_sumup.pdf;2021;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Paris carbon footprint: inner and outer emissions related;public
1303;Amdavad Municipal Corporation (Ahmedabad);Ahmedabad Climate Resilient City Action Plan_Towards A Net Zero Future 2070.pdf;2023;Same - covers entire jurisdiction and nothing else;public
1304;Prefeitura de SirinhaÃ©m;ÃREA DE RISCO OUTEIRO, VILA OPERÃRIA E VILA ESPERANÃ‡A.pdf;2023;Smaller - covers only part of the jurisdiction, please explain exclusions: Bairro do Outeiro do Livramento com risco de movimento de massa nas ruas da Cacimba e Jaqueira;public
1305;UmeÃ¥ Municipality;https://www.umea.se/omsorgochhjalp/tryggochsaker/riskerochriskobjekt.4.1b4d24fb1752122eb84338d.html;2019;Larger - covers the whole jurisdiction and adjoining areas, please explain additions;public
1306;Greater London Authority;"https://www.london.gov.uk/what-we-do/environment/london-environment-strategy	 https://www.london.gov.uk/sites/default/files/london_environment_strategy_0.pdf	 https://www.london.gov.uk/sites/default/files/les_post_adoption_statement_final.pdf	 https://www.london.gov.uk/sites/default/files/les_appendix_1_-_general_assessment.pdf	 https://www.london.gov.uk/sites/default/files/les_appendix_2_-_evidence_base_0_0.pdf";2018;Same - covers entire jurisdiction and nothing else;public
1307;Derry City & Strabane;DCSDC Risk Analysis.docx;2019;Same - covers entire jurisdiction and nothing else;public
1308;Sutherland Shire Council;SSC Climate RVA.pdf;2023;Same - covers entire jurisdiction and nothing else;public
1309;Prefeitura do MunicÃ­pio de Piracicaba;https://695d1d8c-700f-4532-a4d9-8612fb64abb3.filesusr.com/ugd/1bdf3a_0637075899414470bf4ccb33b34df005.pdf;2021;Same - covers entire jurisdiction and nothing else;public
1310;City of Manchester;https://www.manchesterclimate.com/sites/default/files/Climate%20vulnerability%20framework.pdf;2021;Same - covers entire jurisdiction and nothing else;public
1311;Jakarta City Government;4. Hasil Identifikasi Mitigasi Potensial DKI Jakarta April 2022 (1).pdf;2021;Same - covers entire jurisdiction and nothing else;public
1312;Tainan City Government;è‡ºå—å¸‚æ°£å€™è®Šé·èª¿é©è¨ˆç•«-2020ä¿®æ­£ç‰ˆ.pdf;2020;Same - covers entire jurisdiction and nothing else;public
1313;Municipality of Campinas;http://rigeo.cprm.gov.br/jspui/handle/doc/20261;2013;Same - covers entire jurisdiction and nothing else;public
1314;City of Atlanta, GA;https://cdn.atlantaregional.org/wp-content/uploads/arc-vulnerability-and-resiliency-framework.pdf;2018;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Atlanta region includes: Cherokee, Clayton, Cobb, DeKalb, Douglas, Fayette, Forsyth, Fulton, Gwinnett, Henry and Rockdale counties, and the city of Atlanta.;public
1315;Prefeitura de Sorocaba;https://meioambiente.sorocaba.sp.gov.br/gestaoambiental/mudanca-climatica/estudo-de-vulnerabilidade-e-risco-climatico-de-sorocaba/;2020;Same - covers entire jurisdiction and nothing else;public
1316;Mount Barker District Council;Climate Change Adaptation Governance Assessment Report for Mount Barker District Council July 2019.pdf;2019;Same - covers entire jurisdiction and nothing else;public
1317;Walvis Bay Municipality;SLR Final Report - 11-09-09 - Proj. 2112 - SLR.pdf;2009;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Assessment was done for the entire coastal region of Namibia.;public
1318;La Estrella;Avances ARVC_La Estrella.pdf;2023;Same - covers entire jurisdiction and nothing else;public
1319;Accra Metropolitan Assembly;https://ama.gov.gh/documents/Accra-Resilience-Strategy.pdf;2017;Larger - covers the whole jurisdiction and adjoining areas, please explain additions;public
1320;City of Dar es Salaam;tzanc2.pdf;2014;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Assessment cover the entire region;public
1321;City of San JosÃ©, CA;https://sustainability.sccgov.org/sites/g/files/exjcpb976/files/documents/1_150803_Final%20Guidebook_W_Appendices.pdf;2015;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: This report covers all of our county (Santa Clara County).;public
1322;Municipalidad de CaÃ±as;Plan Cantonal de Emergencias de CaÃ±as VersiÃ³n Final.pdf;2019;Same - covers entire jurisdiction and nothing else;public
1323;London Borough of Enfield;https://www.enfield.gov.uk/__data/assets/pdf_file/0022/11983/Level-1-strategic-flood-risk-assessment-report-2021-Planning.pdf;2021;Same - covers entire jurisdiction and nothing else;public
1324;Durham County Council;https://www.durham.gov.uk/article/1953/Strategic-Flood-Risk-Assessment;2016;Same - covers entire jurisdiction and nothing else;public
1325;AlcaldÃ­a de Cuenca;PRODUCTO FINAL CONSOLIDADO_Cambio ClimÃ¡tico GIZ.pdf;2020;Same - covers entire jurisdiction and nothing else;public
1326;Siaya County;PCRA_Siaya County Climate Change Action Plan.docx, Siaya County PCRA Report (2).pdf;2023;Same - covers entire jurisdiction and nothing else;public
1327;Newcastle City Council;https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/644968/UK_National_Risk_Register_2017.pdf;2017;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Covers the whole of the UK;public
1328;City of Dar es Salaam;20179_csdaressalaam1.pdf;2007;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: The assessment cover the entire region;public
1329;Mexico City;ManualPACCs_VF_CIPI.pdf;2022;Same - covers entire jurisdiction and nothing else;public
1330;City of Edmonton, AB;https://drive.google.com/file/d/19WLhfQgJrB-FStIXLWWfQRbOr7GdSN89/view;2017;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: The assessment includes the Edmonton International Airport, which is outside of the City of Edmonton boundary but included in this assessment due to the inherent connection between the City and the airport.;public
1331;Iskandar Regional Development Authority;DSWM - draft04.pdf;2010;Same - covers entire jurisdiction and nothing else;public
1332;Santa Fe County, NM;Santa Fe County CAP & Appendix A-H.pdf, Santa Fe County CAP Appendix I_J.pdf;2023;Same - covers entire jurisdiction and nothing else;public
1333;City of Vantaa;Vantaan kaupungin kestÃ¤vÃ¤n energian ja ilmaston toimintasuunnitelma 2021 (1).pdf;2021;Same - covers entire jurisdiction and nothing else;public
1334;Municipalidad Distrital de Masisea; ; ; ;public
1335;Kota Kinabalu City Hall;Storm Water Drainage;2019;Same - covers entire jurisdiction and nothing else;public
1336;City of Boston, MA;https://www.boston.gov/sites/default/files/file/2022/08/Coastal-Resilience-Solutions-for-East-Boston-and-Charlestown-Phase-II-August-2022.pdf;2022;Smaller - covers only part of the jurisdiction, please explain exclusions: Includes the neighborhood of East Boston.;public
1337;City Government of Davao;LCCAP- Final.pdf;2021;Same - covers entire jurisdiction and nothing else;public
1338;City of Dallas, TX;2020.05.15_CECAP Report Interactive.pdf;2022;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: The assessment covers climate impacts from electricity produced out of the jurisdiction as well as cross boundary transportation and other impacts that originate out of the jurisdiction or actions in the jurisdiction that may impact outside;public
1339;Distrito Federal (BrasÃ­lia);https://www.sema.df.gov.br/wp-conteudo/uploads/2022/03/PROJECOES-CLIMATICAS-E-BOOK-28-10-2021.pdf;2021;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: A avaliÃ§Ã£o realizada refere-se ao territÃ³rio da RegiÃ£o Integrada de Desenvolvimento do Distrito Federal e Entorno (RIDE), maior do que o territÃ³rio do Distrito Federal.;public
1340;Renca;Informe Avance Junio - Diagnostico Cerro Renca.pdf, TDR_deslizamiento de terreno cerro Renca.pdf;2020;Smaller - covers only part of the jurisdiction, please explain exclusions: Enfocada en el sector de riesgo de remociÃ³n/deslisamiento de masa;public
1341;City of Denver, CO;http://www.denvergov.org/content/dam/denvergov/Portals/771/documents/EQ/Climate1/Adaptation%20Update%20%20-%20final.pdf;2015;Same - covers entire jurisdiction and nothing else;public
1342;City Government of Makati;Final Report on the Updating of Susceptibility Map and Initial Results of VRA in Makati.pdf, MakatiCity_Updated_Geohazard_MGB.jpg, MGB_Presentation for Updating of the Geohazard Map of Makati City_05122022-1 (1).pdf;2022;Same - covers entire jurisdiction and nothing else;public
